Symbol,Company,Grade,Current Price,Value,Growth,Momentum,VGM,Quant
BNTX,BioNTech SE Sponsored ADR,2-Buy,145.67,A,A,F,A,87.5
BRKL,Brookline Bancorp Inc.,3-Hold,13.53,C,F,D,F,25.0
BRBR,BellRing Brands Inc.,3-Hold,25.07,B,A,C,A,75.0
BROS,Dutch Bros Inc.,3-Hold,29.7,D,D,F,F,25.0
BRO,Brown & Brown Inc.,3-Hold,57.08,D,F,A,D,37.5
BRX,Brixmor Property Group Inc.,3-Hold,22.61,C,C,D,D,37.5
BNL,Broadstone Net Lease Inc.,2-Buy,16.44,C,C,A,C,62.5
BRP,BRP Group Inc.,3-Hold,26.56,D,F,C,F,25.0
BOWL,Bowlero Corp.,2-Buy,13.34,B,C,A,A,87.5
BSAC,Banco Santander Chile,3-Hold,15.7,C,F,B,F,25.0
BJRI,BJ's Restaurants Inc.,3-Hold,27.31,B,F,A,C,50.0
BRZE,Braze Inc.,3-Hold,24.5,F,B,A,C,50.0
BSM,Black Stone Minerals L.P.,3-Hold,15.5,D,C,B,C,50.0
BRKR,Bruker Corporation,3-Hold,71.07,D,F,B,D,37.5
BSX,Boston Scientific Corporation,2-Buy,45.76,C,D,D,D,50.0
BSY,Bentley Systems Incorporated,4-Sell,34.7,D,B,A,B,50.0
BTI,British American Tobacco p.l.c.,3-Hold,40.17,C,C,B,C,50.0
BTU,Peabody Energy Corporation,3-Hold,27.19,A,A,D,A,75.0
BURL,Burlington Stores Inc.,3-Hold,220.74,C,D,D,D,37.5
BYND,Beyond Meat Inc.,4-Sell,13,F,F,B,F,12.5
BWXT,BWX Technologies Inc.,5-Strong Sell,56.87,F,D,C,F,0.0
C,Citigroup Inc.,3-Hold,46.75,B,C,F,C,50.0
BXMT,Blackstone Mortgage Trust Inc.,3-Hold,21.66,D,F,B,D,37.5
BUD,AnheuserBusch InBev SANV,3-Hold,60.24,C,D,B,C,50.0
BZ,KANZHUN LIMITED Sponsored ADR,3-Hold,23.28,D,F,F,F,25.0
BXP,Boston Properties Inc.,4-Sell,64.18,C,D,A,D,25.0
BPOP,Popular Inc.,3-Hold,66.38,C,C,F,C,50.0
BKI,Black Knight Financial Services Inc.,4-Sell,61.87,D,F,B,D,25.0
CAE,CAE Inc,3-Hold,19.56,C,D,C,D,37.5
BWA,BorgWarner Inc.,3-Hold,42,A,C,D,B,62.5
CAG,Conagra Brands,2-Buy,39.97,A,B,A,A,87.5
CAH,Cardinal Health Inc.,2-Buy,76.62,A,B,A,A,87.5
CAKE,The Cheesecake Factory Incorporated,3-Hold,33.95,B,C,D,C,50.0
CAL,Caleres Inc.,3-Hold,22.18,A,C,B,A,75.0
CAJ,Canon Inc.,4-Sell,21.32,B,D,A,B,50.0
CALM,CalMaine Foods Inc.,1-Strong Buy,55.86,A,A,A,A,100.0
CAR,Avis Budget Group Inc.,3-Hold,168.85,A,A,D,A,75.0
CARA,Cara Therapeutics Inc.,3-Hold,11.01,D,D,B,F,25.0
CARS,Cars.com Inc.,3-Hold,14.13,B,B,D,B,62.5
CAT,Caterpillar Inc.,2-Buy,240.28,B,B,C,B,75.0
CB,Chubb Limited,4-Sell,223.56,B,B,C,B,50.0
CATY,Cathay General Bancorp,4-Sell,40.4,C,C,D,C,37.5
CARG,CarGurus Inc.,3-Hold,14.4,B,A,B,A,75.0
CBOE,Cboe Global Markets Inc.,2-Buy,123.77,D,A,A,B,75.0
CBRE,CBRE Group Inc.,5-Strong Sell,78.43,C,B,D,B,37.5
CBRL,Cracker Barrel Old Country Store Inc.,5-Strong Sell,96.5,D,C,D,C,25.0
CBT,Cabot Corporation,4-Sell,66.54,B,A,B,A,62.5
CC,The Chemours Company,4-Sell,30.7,A,B,B,A,62.5
CCEP,CocaCola Europacific Partners,2-Buy,55.92,A,C,B,A,87.5
CCJ,Cameco Corporation,4-Sell,22.86,D,A,A,A,62.5
CCK,Crown Holdings Inc.,3-Hold,83.27,B,F,B,C,50.0
CCOI,Cogent Communications Holdings Inc.,1-Strong Buy,58.52,F,C,F,F,50.0
CCS,Century Communities Inc.,4-Sell,54.8,B,B,F,B,50.0
CCRN,Cross Country Healthcare Inc.,2-Buy,28.66,A,A,D,A,87.5
CDAY,Ceridian HCM,3-Hold,59.82,D,A,A,B,62.5
CDMO,Avid Bioservices Inc.,4-Sell,14.1,D,F,C,F,12.5
CDNA,CareDx Inc.,2-Buy,11.07,C,F,C,D,50.0
CALX,Calix Inc,2-Buy,64.84,C,D,B,D,50.0
CABA,Cabaletta Bio Inc.,3-Hold,10.21,D,C,D,D,37.5
CDNS,Cadence Design Systems Inc.,3-Hold,156.8,D,A,A,B,62.5
CDW,CDW Corporation,3-Hold,178.06,B,A,C,A,75.0
CE,Celanese Corporation,3-Hold,110.86,A,C,F,B,62.5
CEQP,Crestwood Equity Partners LP,3-Hold,27,B,A,B,A,75.0
CEIX,Consol Energy Inc.,3-Hold,57.53,A,A,A,A,75.0
CELH,Celsius Holdings Inc.,3-Hold,101.23,D,A,B,B,62.5
CF,CF Industries Holdings Inc.,3-Hold,83.78,A,A,C,A,75.0
CFG,Citizens Financial Group Inc.,3-Hold,40.47,B,B,F,B,62.5
CERE,Cerevel Therapeutics Holdings Inc.,3-Hold,29.8,C,F,C,D,37.5
CFR,CullenFrost Bankers Inc.,3-Hold,132.08,D,C,F,D,37.5
CG,Carlyle Group Inc.,3-Hold,30.13,B,F,F,F,25.0
CFLT,Confluent Inc.,3-Hold,17.925,F,D,A,D,37.5
CGBD,Carlyle Secured Lending Inc.,1-Strong Buy,14.49,F,F,B,F,50.0
CGNX,Cognex Corporation,3-Hold,48.68,F,D,D,F,25.0
CBSH,Commerce Bancshares Inc.,3-Hold,67.66,D,D,C,D,37.5
CHD,Church & Dwight Co. Inc.,3-Hold,81.98,D,D,D,F,25.0
CHGG,Chegg Inc.,3-Hold,26.45,C,F,D,F,25.0
CHEF,The Chefs' Warehouse Inc.,4-Sell,34.02,B,A,C,A,62.5
CHK,Chesapeake Energy Corporation,3-Hold,84.89,A,A,B,A,75.0
CHRW,C.H. Robinson Worldwide Inc.,5-Strong Sell,90.01,C,A,F,B,37.5
CHRD,Chord Energy Corporation,3-Hold,126.65,B,A,F,A,75.0
CHKP,Check Point Software Technologies Ltd.,3-Hold,126.77,C,B,F,C,50.0
CHWY,Chewy,2-Buy,36.15,D,A,A,A,87.5
CHX,ChampionX Corporation,1-Strong Buy,28.82,C,A,F,B,87.5
CI,Cigna Corporation,3-Hold,304.19,A,B,A,A,75.0
CHTR,Charter Communications Inc.,5-Strong Sell,361.43,A,B,B,A,50.0
CIB,BanColombia S.A.,3-Hold,27.96,A,C,F,B,62.5
CINF,Cincinnati Financial Corporation,5-Strong Sell,106.67,C,B,C,C,25.0
BZH,Beazer Homes USA Inc.,5-Strong Sell,13.23,A,A,F,A,50.0
CIEN,Ciena Corporation,3-Hold,49.41,C,D,A,C,50.0
CINC,CinCor Pharma Inc.,3-Hold,11.73,D,F,C,F,25.0
CL,ColgatePalmolive Company,3-Hold,78.54,D,B,B,C,50.0
CHH,Choice Hotels International Inc.,3-Hold,111.97,C,B,B,B,62.5
CLF,ClevelandCliffs Inc.,3-Hold,17.6,A,A,A,A,75.0
CLFD,Clearfield Inc.,1-Strong Buy,93.15,D,B,D,C,75.0
CLB,Core Laboratories N.V.,3-Hold,19.37,C,C,D,C,50.0
CLH,Clean Harbors Inc.,3-Hold,111.02,B,B,D,B,62.5
CLDX,Celldex Therapeutics Inc.,3-Hold,42.77,F,F,B,F,25.0
CERT,Certara Inc.,3-Hold,16.06,C,C,D,C,50.0
CLS,Celestica Inc.,3-Hold,10.99,A,B,D,A,75.0
BXSL,Blackstone Secured Lending Fund,1-Strong Buy,22.26,F,C,A,D,62.5
AAP,Advance Auto Parts Inc.,3-Hold,153.16,A,D,C,C,50.0
AB,AllianceBernstein Holding L.P.,3-Hold,35.52,B,B,F,B,62.5
AAPL,Apple Inc.,3-Hold,125.02,C,C,D,D,37.5
AAT,American Assets Trust Inc.,3-Hold,26.4,C,B,C,B,62.5
ABB,ABB Ltd,4-Sell,31.82,C,C,D,D,25.0
ABBV,AbbVie Inc.,3-Hold,163.49,B,A,B,A,75.0
ABNB,Airbnb Inc.,4-Sell,87.71,D,A,F,B,50.0
ACGL,Arch Capital Group Ltd.,4-Sell,62.94,B,C,B,B,50.0
ABM,ABM Industries Incorporated,4-Sell,45.62,A,B,C,A,62.5
AAN,The Aaron's Company Inc.,4-Sell,12.75,A,B,D,A,62.5
ACAD,ACADIA Pharmaceuticals Inc.,4-Sell,17.22,D,A,C,C,37.5
ABR,Arbor Realty Trust,3-Hold,13.66,C,F,F,F,25.0
ABT,Abbott Laboratories,3-Hold,110.8,C,B,B,B,62.5
ABCM,Abcam PLC Sponsored ADR,3-Hold,16.78,D,C,C,D,37.5
ABC,AmerisourceBergen Corporation,3-Hold,163.08,A,B,A,A,75.0
ACI,Albertsons Companies Inc.,3-Hold,20.85,A,A,A,A,75.0
ACM,AECOM,3-Hold,81.2,C,B,B,B,62.5
ABCB,Ameris Bancorp,3-Hold,46.01,B,D,C,C,50.0
ACLS,Axcelis Technologies Inc.,3-Hold,82.42,C,A,B,A,75.0
ACDC,ProFrac Holding Corp.,2-Buy,21.79,A,A,A,A,87.5
ACN,Accenture PLC,3-Hold,262.98,C,B,B,A,75.0
ACLX,Arcellx Inc.,3-Hold,33.51,C,B,B,B,62.5
ACIW,ACI Worldwide Inc.,4-Sell,25.96,B,F,F,D,25.0
ACRE,Ares Commercial Real Estate Corporation,4-Sell,10.7,C,D,B,C,37.5
ACRS,Aclaris Therapeutics Inc.,3-Hold,15.23,F,B,D,D,37.5
ADC,Agree Realty Corporation,3-Hold,69.04,F,B,B,C,50.0
ADI,Analog Devices Inc.,3-Hold,159.69,C,A,D,B,62.5
ADBE,Adobe Inc.,3-Hold,328.44,C,B,C,B,62.5
ADTN,ADTRAN Holdings Inc.,4-Sell,18.35,C,F,A,C,37.5
ADSK,Autodesk Inc.,3-Hold,182.07,D,A,D,B,62.5
AEE,Ameren Corporation,3-Hold,86,C,B,B,C,50.0
ADP,Automatic Data Processing Inc.,3-Hold,233.63,D,C,B,C,50.0
ADNT,Adient,3-Hold,37.38,A,A,C,A,75.0
AEL,American Equity Investment Life Holding Company,3-Hold,46.39,A,F,D,C,50.0
AEHR,Aehr Test Systems,3-Hold,17.27,F,B,B,C,50.0
AER,Aercap Holdings N.V.,3-Hold,59.77,B,D,C,C,50.0
AEO,American Eagle Outfitters Inc.,2-Buy,14.79,A,F,C,C,62.5
AFL,Aflac Incorporated,3-Hold,71.5,B,F,A,C,50.0
AFYA,Afya Limited,2-Buy,14.23,A,A,A,A,87.5
AGCO,AGCO Corporation,3-Hold,134.73,B,F,B,C,50.0
AGI,Alamos Gold Inc.,3-Hold,10.78,D,F,F,F,25.0
AFG,American Financial Group Inc.,3-Hold,138.13,B,D,B,B,62.5
AEM,Agnico Eagle Mines Limited,1-Strong Buy,54.53,F,C,D,D,62.5
AGNC,AGNC Investment Corp.,3-Hold,10.62,B,D,C,C,50.0
AGL,Agilon Health Inc.,4-Sell,15.86,D,A,C,B,50.0
AGR,Avangrid Inc.,4-Sell,42.93,D,F,A,D,25.0
AHH,Armada Hoffler Properties Inc.,3-Hold,11.42,D,C,D,D,37.5
AGIO,Agios Pharmaceuticals Inc.,3-Hold,28.75,F,C,D,F,25.0
ADEA,Adeia Inc.,5-Strong Sell,10.44,B,B,B,B,37.5
AHCO,AdaptHealth Corp.,3-Hold,19.6,A,D,D,B,62.5
AGTI,Agiliti Inc.,3-Hold,16.24,B,C,D,C,50.0
AEP,American Electric Power Company Inc.,3-Hold,93.78,C,B,D,B,62.5
AKR,Acadia Realty Trust,3-Hold,14.43,C,D,F,D,37.5
AKAM,Akamai Technologies Inc.,3-Hold,84.62,B,C,B,B,62.5
AJG,Arthur J. Gallagher & Co.,3-Hold,186.44,D,B,C,C,50.0
AKRO,Akero Therapeutics Inc.,3-Hold,44.74,C,C,A,B,62.5
ALB,Albemarle Corporation,3-Hold,218.61,C,A,D,B,62.5
AES,The AES Corporation,3-Hold,25.87,C,B,D,B,62.5
ALC,Alcon,3-Hold,70.11,C,C,A,B,62.5
ALGM,Allegro MicroSystems Inc.,3-Hold,28.86,D,A,C,B,62.5
ALE,Allete Inc.,2-Buy,64.24,C,D,D,C,62.5
ALGN,Align Technology Inc.,5-Strong Sell,219.82,D,B,C,C,25.0
ALK,Alaska Air Group Inc.,3-Hold,44.11,A,A,F,A,75.0
ALKS,Alkermes plc,4-Sell,25.31,D,B,B,B,50.0
ALL,The Allstate Corporation,3-Hold,139.34,A,C,D,B,62.5
ALLE,Allegion PLC,2-Buy,107.75,C,D,F,D,50.0
ALNY,Alnylam Pharmaceuticals Inc.,4-Sell,225.68,F,C,B,D,25.0
ALHC,Alignment Healthcare Inc.,4-Sell,11.52,D,A,A,A,62.5
ALLY,Ally Financial Inc.,5-Strong Sell,25.11,A,C,F,C,25.0
ALTR,Altair Engineering Inc.,1-Strong Buy,45.6,F,D,D,F,50.0
ALT,Altimmune Inc.,3-Hold,14.34,F,C,B,D,37.5
ALV,Autoliv Inc.,3-Hold,77.56,A,B,C,A,75.0
ALRM,Alarm.com Holdings Inc.,3-Hold,48.29,D,C,F,F,25.0
AMAT,Applied Materials Inc.,3-Hold,97.92,C,D,D,D,37.5
AM,Antero Midstream Corporation,4-Sell,10.75,D,C,C,D,25.0
AI,C3.ai Inc.,4-Sell,10.81,F,F,F,F,12.5
AMCR,Amcor PLC,4-Sell,11.92,C,C,B,B,50.0
AMBA,Ambarella Inc.,3-Hold,77.85,F,D,F,F,25.0
AMCX,AMC Networks Inc.,4-Sell,16.97,A,F,C,D,25.0
AIZ,Assurant Inc.,5-Strong Sell,126.16,B,F,D,D,12.5
AME,AMETEK Inc.,3-Hold,137.98,D,C,F,D,37.5
AMED,Amedisys Inc.,4-Sell,81.8,B,D,D,C,37.5
AMEH,Apollo Medical Holdings Inc.,3-Hold,27.84,B,D,A,B,62.5
AMGN,Amgen Inc.,3-Hold,266.86,B,C,C,B,62.5
AMLX,Amylyx Pharmaceuticals Inc.,2-Buy,35.57,D,D,B,D,50.0
AMH,American Homes 4 Rent,3-Hold,29.63,D,B,F,D,37.5
AMKR,Amkor Technology Inc.,3-Hold,25.84,A,C,C,A,75.0
AMN,AMN Healthcare Services Inc,2-Buy,107.16,A,A,B,A,87.5
AMR,Alpha Metallurgical Resources Inc.,3-Hold,141.07,A,A,B,A,75.0
AMD,Advanced Micro Devices Inc.,3-Hold,62.33,C,C,D,C,50.0
AMPL,Amplitude Inc.,2-Buy,12,F,B,F,D,50.0
AMT,American Tower Corporation,4-Sell,212.13,F,C,D,D,25.0
AIRC,Apartment Income REIT Corp.,3-Hold,33.93,D,C,B,C,50.0
AMG,Affiliated Managers Group Inc.,3-Hold,161.21,A,C,F,B,62.5
AMP,Ameriprise Financial Inc.,3-Hold,308.75,B,F,A,C,50.0
AMRC,Ameresco Inc.,4-Sell,52.95,D,C,D,D,25.0
AMX,America Movil S.A.B. de C.V.,2-Buy,18.99,A,C,F,B,75.0
ANSS,ANSYS Inc.,3-Hold,231.65,D,B,D,D,37.5
ANF,Abercrombie & Fitch Company,3-Hold,24.74,B,F,B,D,37.5
ANGO,AngioDynamics Inc.,3-Hold,15.48,C,C,D,C,50.0
AMZN,Amazon.com Inc.,5-Strong Sell,83.12,D,D,B,D,12.5
AIG,American International Group Inc.,3-Hold,63.51,A,C,D,B,62.5
AOS,A. O. Smith Corporation,2-Buy,59.38,B,D,F,D,50.0
APG,APi Group Corporation,4-Sell,18.45,B,B,A,A,62.5
ANET,Arista Networks Inc.,1-Strong Buy,109.49,D,D,B,D,62.5
APAM,Artisan Partners Asset Management Inc.,4-Sell,31.5,B,A,C,A,62.5
AON,Aon plc,4-Sell,300.35,D,F,A,D,25.0
AA,Alcoa,3-Hold,45.49,A,B,F,A,75.0
APP,AppLovin Corporation,3-Hold,9.85,B,A,F,B,62.5
APH,Amphenol Corporation,3-Hold,76.7,D,B,C,C,50.0
APPN,Appian Corporation,4-Sell,31.74,F,F,A,F,12.5
APLS,Apellis Pharmaceuticals Inc.,3-Hold,47.56,F,C,A,D,37.5
APO,Apollo Global Management Inc.,3-Hold,62.95,C,B,F,C,50.0
AQUA,Evoqua Water Technologies,3-Hold,38.94,C,A,A,A,75.0
AR,Antero Resources Corporation,3-Hold,27.83,A,A,C,A,75.0
APD,Air Products and Chemicals Inc.,3-Hold,301.82,D,C,C,D,37.5
ARCH,Arch Resources Inc.,5-Strong Sell,134.88,A,A,B,A,50.0
ARCE,Arco Platform Limited,5-Strong Sell,12.5,C,B,F,B,37.5
ARCT,Arcturus Therapeutics Holdings Inc.,3-Hold,16.65,D,D,A,D,37.5
ARE,Alexandria Real Estate Equities Inc.,4-Sell,143.05,D,C,B,D,25.0
ARHS,Arhaus Inc.,3-Hold,10.3,B,A,D,A,75.0
ARI,Apollo Commercial Real Estate Finance,3-Hold,11.08,C,D,B,C,50.0
APTV,Aptiv PLC,3-Hold,95.86,B,D,D,C,50.0
ARIS,Aris Water Solutions Inc.,3-Hold,14.17,B,A,B,A,75.0
APA,APA Corporation,3-Hold,41.76,A,A,D,A,75.0
ARQT,Arcutis Biotherapeutics Inc.,3-Hold,15.1,F,D,C,F,25.0
ARNC,Arconic Corporation,3-Hold,21.63,B,B,D,B,62.5
ARES,Ares Management Corporation,4-Sell,67.46,D,F,F,F,12.5
ARW,Arrow Electronics Inc.,3-Hold,105.72,A,D,F,D,37.5
ARVN,Arvinas Inc.,3-Hold,34.94,D,A,C,B,62.5
ASAN,Asana Inc.,3-Hold,12.13,F,D,D,F,25.0
ARRY,Array Technologies Inc.,2-Buy,18.28,B,A,F,A,87.5
ASC,Ardmore Shipping Corporation,2-Buy,13.44,B,A,D,B,75.0
ASAI,Sendas Distribuidora S.A. Sponsored ADR,3-Hold,17.71,A,A,B,A,75.0
ASND,Ascendis Pharma AS,4-Sell,124.2,F,F,C,F,12.5
ASH,Ashland Inc.,3-Hold,103.59,C,F,A,D,37.5
ASLE,AerSale Corporation,2-Buy,16.22,B,D,B,C,62.5
ASO,Academy Sports and Outdoors Inc.,3-Hold,51.72,A,C,B,A,75.0
ASPN,Aspen Aerogels Inc.,3-Hold,10.62,F,F,D,F,25.0
ATEC,Alphatec Holdings Inc.,4-Sell,12.03,D,B,B,C,37.5
ASML,ASML Holding N.V.,2-Buy,565.32,D,D,D,D,50.0
ATEN,A10 Networks Inc.,3-Hold,15.36,C,A,C,B,62.5
ATAT,Atour Lifestyle Holdings Limited Sponsored ADR,3-Hold,19.35,D,B,F,D,37.5
ATHM,Autohome Inc.,2-Buy,34.85,B,F,F,F,37.5
ATNM,Actinium Pharmaceuticals Inc.,3-Hold,10.25,D,B,D,D,37.5
ATKR,Atkore Inc.,3-Hold,115.02,A,A,D,A,75.0
ARMK,Aramark,3-Hold,42.46,A,A,F,A,75.0
APPS,Digital Turbine Inc.,3-Hold,15.06,B,A,F,A,75.0
ATGE,Adtalem Global Education Inc.,3-Hold,36.39,A,B,B,A,75.0
AN,AutoNation Inc.,3-Hold,109.11,A,A,D,A,75.0
ATO,Atmos Energy Corporation,2-Buy,108.87,C,D,A,D,50.0
ATSG,Air Transport Services Group Inc,3-Hold,25.58,A,C,A,A,75.0
ARLP,Alliance Resource Partners L.P.,2-Buy,19.51,B,A,D,A,87.5
AVT,Avnet Inc.,4-Sell,41.56,A,D,C,C,37.5
AU,AngloGold Ashanti Limited,1-Strong Buy,21.12,D,B,F,C,75.0
AVID,Avid Technology Inc.,3-Hold,26.24,C,A,D,B,62.5
AVGO,Broadcom Inc.,3-Hold,555.02,C,A,C,B,62.5
AVY,Avery Dennison Corporation,3-Hold,183.12,B,B,D,B,62.5
AVNT,Avient Corporation,4-Sell,35.95,B,C,D,B,50.0
AWK,American Water Works Company Inc.,3-Hold,154.67,D,D,C,D,37.5
AX,AXOS FINANCIAL INC,2-Buy,37.47,B,D,C,C,62.5
AWI,Armstrong World Industries Inc.,4-Sell,68.94,C,C,D,C,37.5
AXON,Axon Enterprise Inc,1-Strong Buy,165.74,F,C,B,F,50.0
AXP,American Express Company,3-Hold,146.43,B,B,D,B,62.5
AXTA,Axalta Coating Systems Ltd.,3-Hold,25.33,B,F,C,D,37.5
AXSM,Axsome Therapeutics Inc.,3-Hold,69.04,F,C,D,D,37.5
AXS,Axis Capital Holdings Limited,3-Hold,54.69,A,B,B,A,75.0
AZEK,The AZEK Company Inc.,3-Hold,21.77,D,C,D,D,37.5
AVB,AvalonBay Communities Inc.,3-Hold,157.98,D,C,F,D,37.5
AVTR,Avantor Inc.,4-Sell,20.64,B,C,C,B,50.0
BABA,Alibaba Group Holding Limited,3-Hold,104.58,B,C,F,C,50.0
AY,Atlantica Sustainable Infrastructure PLC,3-Hold,25.27,B,B,A,A,75.0
BA,The Boeing Company,3-Hold,204.99,D,B,F,C,50.0
AZTA,Azenta Inc.,3-Hold,60.15,D,F,D,F,25.0
ATRC,AtriCure Inc.,4-Sell,45.09,D,B,B,C,37.5
AZN,AstraZeneca PLC,3-Hold,69.81,B,A,B,A,75.0
AXNX,Axonics Inc.,3-Hold,59.85,D,A,A,B,62.5
BALY,Bally's Corporation,5-Strong Sell,19.17,B,B,C,B,37.5
BAH,Booz Allen Hamilton Holding Corporation,2-Buy,102.41,B,A,F,A,87.5
BANC,Banc of California Inc.,4-Sell,16.46,C,D,D,D,25.0
BALL,Ball Corporation,4-Sell,52.84,C,F,B,D,25.0
BAP,Credicorp Ltd.,3-Hold,142.81,A,A,D,A,75.0
BAX,Baxter International Inc.,3-Hold,52.57,B,C,F,C,50.0
BBWI,Bath & Body Works Inc.,2-Buy,46.79,B,F,C,D,50.0
BBW,BuildABear Workshop Inc.,1-Strong Buy,24.49,B,C,F,C,75.0
BAND,Bandwidth Inc.,1-Strong Buy,21.43,C,A,A,A,100.0
AYX,Alteryx Inc.,3-Hold,48.46,D,F,F,F,25.0
BBY,Best Buy Co. Inc.,3-Hold,81.51,A,F,B,C,50.0
BC,Brunswick Corporation,4-Sell,75.21,A,D,B,B,50.0
BCC,Boise Cascade L.L.C.,1-Strong Buy,67.3,A,A,D,A,100.0
BCOR,Blucora Inc.,3-Hold,25.72,B,C,A,B,62.5
BDX,Becton Dickinson and Company,3-Hold,255.31,C,C,C,C,50.0
BE,Bloom Energy Corporation,4-Sell,19.16,F,F,F,F,12.5
BDC,Belden Inc,2-Buy,73.44,A,B,D,B,75.0
BEAM,Beam Therapeutics Inc.,3-Hold,41.14,D,D,C,F,25.0
BCE,BCE Inc.,3-Hold,44.77,C,C,D,C,50.0
BCRX,BioCryst Pharmaceuticals Inc.,2-Buy,11.72,D,B,C,C,62.5
BAC,Bank of America Corporation,3-Hold,34.07,F,F,F,F,25.0
BEN,Franklin Resources Inc.,4-Sell,27.33,B,B,D,B,50.0
BECN,Beacon Roofing Supply Inc.,3-Hold,51.58,A,B,D,A,75.0
BEKE,KE Holdings Inc. Sponsored ADR,3-Hold,17.52,D,B,F,D,37.5
BG,Bunge Limited,3-Hold,93.18,B,D,B,B,62.5
BFAM,Bright Horizons Family Solutions Inc.,3-Hold,68.09,C,D,F,F,25.0
BF.B,BrownForman Corporation,4-Sell,63.74,F,D,F,F,12.5
BGNE,BeiGene Ltd.,3-Hold,243.31,F,D,A,D,37.5
BHP,BHP Group Limited Sponsored ADR,1-Strong Buy,63.33,B,C,B,B,87.5
BHF,Brighthouse Financial Inc.,2-Buy,51.75,B,F,D,F,37.5
BGS,B&G Foods Inc.,5-Strong Sell,12.05,B,F,D,D,12.5
BIIB,Biogen Inc.,3-Hold,271.59,B,F,B,C,50.0
BHLB,Berkshire Hills Bancorp Inc.,3-Hold,30.05,C,D,C,D,37.5
BIDU,Baidu Inc.,1-Strong Buy,132.53,B,D,F,F,50.0
BIG,Big Lots Inc.,3-Hold,16.04,D,F,F,F,25.0
BEPC,Brookfield Renewable Corporation,4-Sell,27.76,A,D,B,B,50.0
BJ,BJ's Wholesale Club Holdings Inc.,2-Buy,66.54,A,B,A,A,87.5
BILI,Bilibili Inc. Sponsored ADR,2-Buy,29.2,D,B,F,C,62.5
BFH,Bread Financial Holdings Inc.,3-Hold,40.36,A,C,A,A,75.0
BERY,Berry Global Group Inc.,3-Hold,60.78,A,A,B,A,75.0
BK,The Bank of New York Mellon Corporation,3-Hold,47.21,C,D,D,D,37.5
BKNG,Booking Holdings Inc.,3-Hold,2144.94,C,A,C,A,75.0
BKH,Black Hills Corporation,3-Hold,69.93,C,D,D,D,37.5
BKI,Black Knight Financial Services Inc.,4-Sell,61.87,D,F,B,D,25.0
BL,BlackLine,3-Hold,66.44,D,C,D,D,37.5
BLCO,Bausch  Lomb Corporation,4-Sell,16.27,B,D,F,C,37.5
BLD,TopBuild Corp.,3-Hold,161.37,B,B,F,B,62.5
BLDR,Builders FirstSource Inc.,3-Hold,66.51,A,A,F,A,75.0
BLK,BlackRock Inc.,3-Hold,701.24,D,D,F,F,25.0
BLFS,BioLife Solutions Inc.,4-Sell,18.16,D,B,D,D,25.0
BLNK,Blink Charging Co.,3-Hold,11.23,F,F,C,F,25.0
BKR,Baker Hughes Company,3-Hold,28.8,C,B,B,B,62.5
BMBL,Bumble Inc.,3-Hold,19.65,C,C,C,C,50.0
BMO,Bank Of Montreal,3-Hold,92.79,C,D,F,D,37.5
BN,Brookfield Corporation,3-Hold,32.1,C,D,D,D,37.5
BMY,Bristol Myers Squibb Company,3-Hold,71.92,A,B,B,A,75.0
BLMN,Bloomin' Brands Inc.,3-Hold,20.62,A,B,B,A,75.0
BNL,Broadstone Net Lease Inc.,2-Buy,16.44,C,C,A,C,62.5
BNS,Bank of Nova Scotia The,4-Sell,48.96,D,F,A,F,12.5
BMRN,BioMarin Pharmaceutical Inc.,3-Hold,106.86,C,A,A,A,75.0
BJRI,BJ's Restaurants Inc.,3-Hold,27.31,B,F,A,C,50.0
BOX,Box Inc.,3-Hold,30.21,D,A,C,B,62.5
BOWL,Bowlero Corp.,2-Buy,13.34,B,C,A,A,87.5
BNTX,BioNTech SE Sponsored ADR,2-Buy,145.67,A,A,F,A,87.5
BP,BP p.l.c.,3-Hold,33.9,A,A,F,A,75.0
BPOP,Popular Inc.,3-Hold,66.38,C,C,F,C,50.0
BPMC,Blueprint Medicines Corporation,4-Sell,47.01,F,F,D,F,12.5
BRBR,BellRing Brands Inc.,3-Hold,25.07,B,A,C,A,75.0
BRKL,Brookline Bancorp Inc.,3-Hold,13.53,C,F,D,F,25.0
BR,Broadridge Financial Solutions Inc.,3-Hold,133.02,C,D,A,C,50.0
BRK.B,Berkshire Hathaway Inc.,1-Strong Buy,312.9,C,C,F,C,75.0
BRP,BRP Group Inc.,3-Hold,26.56,D,F,C,F,25.0
BRO,Brown & Brown Inc.,3-Hold,57.08,D,F,A,D,37.5
BOOT,Boot Barn Holdings Inc.,2-Buy,63,B,F,B,C,62.5
BRZE,Braze Inc.,3-Hold,24.5,F,B,A,C,50.0
BRX,Brixmor Property Group Inc.,3-Hold,22.61,C,C,D,D,37.5
BSAC,Banco Santander Chile,3-Hold,15.7,C,F,B,F,25.0
BSX,Boston Scientific Corporation,2-Buy,45.76,C,D,D,D,50.0
BSM,Black Stone Minerals L.P.,3-Hold,15.5,D,C,B,C,50.0
BSY,Bentley Systems Incorporated,4-Sell,34.7,D,B,A,B,50.0
BTU,Peabody Energy Corporation,3-Hold,27.19,A,A,D,A,75.0
BURL,Burlington Stores Inc.,3-Hold,220.74,C,D,D,D,37.5
BWA,BorgWarner Inc.,3-Hold,42,A,C,D,B,62.5
BTI,British American Tobacco p.l.c.,3-Hold,40.17,C,C,B,C,50.0
